0,0560841261892839
0
0,0379667398807656
0,0609034004398579
0,075449857939598
0,0892173256378445
0,104895867408134
0,067799842658593
0,0938488576449912
0,117357522967697
0,121218027248766
0,12674993137524
0,126786226685796
0,123338741727891
0,122305448558332
0,121922150978476
0,113350125944584
0,0989572974969458
0,0883726115981213
0,102486378635561
0,110115144441904
0,128116664094707
0,128230345895499
0,13022457094377
0,134456909996478
0,131321606295568
0,132646433369814
0,133227125941873
0,102417136119481
0,0413493109847753
0,0988782386975145
0,119095925717873
0,139062386520444
0,141676484956464
0,143422856549833
0,145615164102264
0,136133521106114
0,130705556511806
0,133963388498008
0,141422721385913
0,145981360155024
0,14942059233313
0,118646485950003
0,113145756457565
0,132812005095972
0,139997168764016
0,144937062477405
0,15339282558756
0,157419829273867
0,155249721101862
0,15630073609297
0,156502795931677
0,157259944356719
0,154095421952565
0,154329065908013
0,151929381012577
0,152277728358069
0,154467845960339
0,150966326772587
0,151453638396697
0,155187412534513
